OriginalText,Location1,Aspect1,Sentiment1,Location2,Aspect2,Sentiment2,MaskedText,LocationsInText,Date,Lemma_Tags,lem_words_masked,lem_tag_masked,lemma_tokens,Lemma_Tags_Orig,lem_words,lem_tag,lemma_tokens_Orig
I would never want to live somewhere like Surrey or anywhere in Durham as I would never get any sleep,Surrey,live,0,Durham,quiet,0,i would never want to live somewhere like locationA or anywhere in locationB as i would never get any sleep,"[('Surrey', 'GPE'), ('Durham', 'GPE')]",2021-07-23,"['never/RB', 'want/VB', 'live/VB', 'somewhere/RB', 'locationa/NN', 'anywhere/RB', 'locationb/NN', 'never/RB', 'get/VB', 'sleep/NN']",never want live somewhere locationa anywhere locationb never get sleep,RB VB VB RB NN RB NN RB VB NN,"['never', 'want', 'live', 'somewhere', 'locationa', 'anywhere', 'locationb', 'never', 'get', 'sleep']","['never/RB', 'want/VB', 'live/VB', 'somewhere/RB', 'surrey/NN', 'anywhere/RB', 'durham/NN', 'never/RB', 'get/VB', 'sleep/NN']",never want live somewhere surrey anywhere durham never get sleep,RB VB VB RB NN RB NN RB VB NN,"['never', 'want', 'live', 'somewhere', 'surrey', 'anywhere', 'durham', 'never', 'get', 'sleep']"
I would stay away from Devon and Warwickshire areas as many parts are very run down and deprived,Warwickshire,general,0,Devon,general,0,i would stay away from locationA and locationB areas as many parts are very run down and deprived,"[('Devon', 'GPE'), ('Warwickshire', 'GPE')]",2021-07-23,"['stay/VB', 'away/RB', 'locationa/NN', 'locationb/JJ', 'area/NN', 'many/JJ', 'part/NN', 'be/VB', 'very/RB', 'run/VB', 'down/RB', 'deprive/VB']",stay away locationa locationb area many part be very run down deprive,VB RB NN JJ NN JJ NN VB RB VB RB VB,"['stay', 'away', 'locationa', 'locationb', 'area', 'many', 'part', 'be', 'very', 'run', 'down', 'deprive']","['stay/VB', 'away/RB', 'devon/NN', 'warwickshire/JJ', 'area/NN', 'many/JJ', 'part/NN', 'be/VB', 'very/RB', 'run/VB', 'down/RB', 'deprive/VB']",stay away devon warwickshire area many part be very run down deprive,VB RB NN JJ NN JJ NN VB RB VB RB VB,"['stay', 'away', 'devon', 'warwickshire', 'area', 'many', 'part', 'be', 'very', 'run', 'down', 'deprive']"
Ive been to Greater Manchester and Buckinghamshire which are bleak and unfriendly places in daylight,Buckinghamshire,general,0,Greater Manchester,general,0,i have been to locationA and locationB which are bleak and unfriendly places in daylight,"[('Greater Manchester', 'GPE'), ('Buckinghamshire', 'GPE')]",2021-07-23,"['have/VB', 'be/VB', 'locationa/VB', 'locationb/NN', 'be/VB', 'bleak/JJ', 'unfriendly/JJ', 'place/NN', 'daylight/NN']",have be locationa locationb be bleak unfriendly place daylight,VB VB VB NN VB JJ JJ NN NN,"['have', 'be', 'locationa', 'locationb', 'be', 'bleak', 'unfriendly', 'place', 'daylight']","['ive/VB', 'be/VB', 'greater/JJ', 'manchester/NN', 'buckinghamshire/NN', 'be/VB', 'bleak/JJ', 'unfriendly/JJ', 'place/NN', 'daylight/NN']",ive be greater manchester buckinghamshire be bleak unfriendly place daylight,VB VB JJ NN NN VB JJ JJ NN NN,"['ive', 'be', 'greater', 'manchester', 'buckinghamshire', 'be', 'bleak', 'unfriendly', 'place', 'daylight']"
Ive never been to Surrey  due to its reputation mostly,Surrey,general,0,,,0,i have never been to locationA  due to its reputation mostly,"[('Surrey', 'GPE')]",2021-07-23,"['have/VB', 'never/RB', 'be/VB', 'locationa/VB', 'due/JJ', 'reputation/NN', 'mostly/RB']",have never be locationa due reputation mostly,VB RB VB VB JJ NN RB,"['have', 'never', 'be', 'locationa', 'due', 'reputation', 'mostly']","['ive/VB', 'never/RB', 'be/VB', 'surrey/VB', 'due/JJ', 'reputation/NN', 'mostly/RB']",ive never be surrey due reputation mostly,VB RB VB VB JJ NN RB,"['ive', 'never', 'be', 'surrey', 'due', 'reputation', 'mostly']"
Ive spent a lot of time in Cambridgeshire and can confirm its generally quite a deprived area and certainly not that safe after dark,Cambridgeshire,general,0,Cambridgeshire,safety,0,i have spent a lot of time in locationA and can confirm its generally quite a deprived area and certainly not that safe after dark,"[('Cambridgeshire', 'GPE')]",2021-07-23,"['have/VB', 'spend/VB', 'lot/NN', 'time/NN', 'locationa/NN', 'confirm/VB', 'generally/RB', 'quite/RB', 'deprived/JJ', 'area/NN', 'certainly/RB', 'not/RB', 'safe/JJ', 'dark/JJ']",have spend lot time locationa confirm generally quite deprived area certainly not safe dark,VB VB NN NN NN VB RB RB JJ NN RB RB JJ JJ,"['have', 'spend', 'lot', 'time', 'locationa', 'confirm', 'generally', 'quite', 'deprived', 'area', 'certainly', 'not', 'safe', 'dark']","['ive/VB', 'spend/VB', 'lot/NN', 'time/NN', 'cambridgeshire/NN', 'confirm/VB', 'generally/RB', 'quite/RB', 'deprived/JJ', 'area/NN', 'certainly/RB', 'not/RB', 'safe/JJ', 'dark/JJ']",ive spend lot time cambridgeshire confirm generally quite deprived area certainly not safe dark,VB VB NN NN NN VB RB RB JJ NN RB RB JJ JJ,"['ive', 'spend', 'lot', 'time', 'cambridgeshire', 'confirm', 'generally', 'quite', 'deprived', 'area', 'certainly', 'not', 'safe', 'dark']"
If you have alot of money ie rich you can live in nice Greater Manchester posh,Greater Manchester,price,0,,,0,if you have alot of money ie rich you can live in nice locationA posh,"[('Greater Manchester', 'GPE')]",2021-07-23,"['have/VB', 'alot/NN', 'money/NN', 'ie/VB', 'rich/JJ', 'live/VB', 'nice/JJ', 'locationa/NN', 'posh/JJ']",have alot money ie rich live nice locationa posh,VB NN NN VB JJ VB JJ NN JJ,"['have', 'alot', 'money', 'ie', 'rich', 'live', 'nice', 'locationa', 'posh']","['have/VB', 'alot/NN', 'money/NN', 'ie/VB', 'rich/JJ', 'live/VB', 'nice/JJ', 'greater/JJ', 'manchester/NN', 'posh/JJ']",have alot money ie rich live nice greater manchester posh,VB NN NN VB JJ VB JJ JJ NN JJ,"['have', 'alot', 'money', 'ie', 'rich', 'live', 'nice', 'greater', 'manchester', 'posh']"
If you have alot of money ie rich you can live in nice Bedfordshire posh London,Bedfordshire,price,0,,,0,if you have alot of money ie rich you can live in nice locationA posh london,"[('Bedfordshire', 'GPE'), ('London', 'GPE')]",2021-07-23,"['have/VB', 'alot/NN', 'money/NN', 'ie/VB', 'rich/JJ', 'live/VB', 'nice/JJ', 'locationa/NN', 'posh/JJ', 'london/NN']",have alot money ie rich live nice locationa posh london,VB NN NN VB JJ VB JJ NN JJ NN,"['have', 'alot', 'money', 'ie', 'rich', 'live', 'nice', 'locationa', 'posh', 'london']","['have/VB', 'alot/NN', 'money/NN', 'ie/VB', 'rich/JJ', 'live/VB', 'nice/JJ', 'bedfordshire/NN', 'posh/JJ', 'london/NN']",have alot money ie rich live nice bedfordshire posh london,VB NN NN VB JJ VB JJ NN JJ NN,"['have', 'alot', 'money', 'ie', 'rich', 'live', 'nice', 'bedfordshire', 'posh', 'london']"
Keep well clear Kents the pits Its fine,Kent,general,0,,,0,keep well clear locationAs the pits its fine,"[('Keep', 'GPE'), ('Kents', 'GPE')]",2021-07-23,"['keep/VB', 'well/RB', 'clear/JJ', 'locationa/NN', 'pit/NN', 'fine/NN']",keep well clear locationa pit fine,VB RB JJ NN NN NN,"['keep', 'well', 'clear', 'locationa', 'pit', 'fine']","['keep/VB', 'well/RB', 'clear/JJ', 'kent/NN', 'pit/NN', 'fine/NN']",keep well clear kent pit fine,VB RB JJ NN NN NN,"['keep', 'well', 'clear', 'kent', 'pit', 'fine']"
Dorset has a reputation of being dangerous,Dorset,safety,0,,,0,locationA has a reputation of being dangerous,"[('Dorset', 'GPE')]",2021-07-23,"['locationa/NN', 'have/VB', 'reputation/NN', 'be/VB', 'dangerous/JJ']",locationa have reputation be dangerous,NN VB NN VB JJ,"['locationa', 'have', 'reputation', 'be', 'dangerous']","['dorset/NN', 'have/VB', 'reputation/NN', 'be/VB', 'dangerous/JJ']",dorset have reputation be dangerous,NN VB NN VB JJ,"['dorset', 'have', 'reputation', 'be', 'dangerous']"
East Riding of Yorkshire  Yawn  over hyped down trodden area  crime is high,East Riding of Yorkshire,general,0,East Riding of Yorkshire,safety,0,locationA  dawn  over hoped down ridden area  crime is high,"[('East Riding of Yorkshire', 'GPE')]",2021-07-23,"['locationa/JJ', 'dawn/NN', 'hope/VB', 'down/RB', 'ride/VB', 'area/NN', 'crime/NN', 'be/VB', 'high/JJ']",locationa dawn hope down ride area crime be high,JJ NN VB RB VB NN NN VB JJ,"['locationa', 'dawn', 'hope', 'down', 'ride', 'area', 'crime', 'be', 'high']","['east/RB', 'ride/VB', 'yorkshire/NN', 'yawn/NN', 'hyp/VB', 'trodden/JJ', 'area/NN', 'crime/NN', 'be/VB', 'high/JJ']",east ride yorkshire yawn hyp trodden area crime be high,RB VB NN NN VB JJ NN NN VB JJ,"['east', 'ride', 'yorkshire', 'yawn', 'hyp', 'trodden', 'area', 'crime', 'be', 'high']"
Rutland Worcestershire both shite holes,Worcestershire,general,0,Rutland,general,0,locationA locationB both white holes,"[('Rutland', 'GPE')]",2021-07-23,"['locationa/NN', 'locationb/VB', 'white/JJ', 'hole/NN']",locationa locationb white hole,NN VB JJ NN,"['locationa', 'locationb', 'white', 'hole']","['rutland/VB', 'shite/JJ', 'hole/NN']",rutland shite hole,VB JJ NN,"['rutland', 'shite', 'hole']"
Wiltshire according to the Met has one of the highest crime rates,Wiltshire,safety,0,,,0,locationA according to the met has one of the highest crime rates,"[('Wiltshire', 'GPE')]",2021-07-23,"['locationa/NN', 'accord/VB', 'met/NN', 'have/VB', 'highest/JJ', 'crime/NN', 'rate/NN']",locationa accord met have highest crime rate,NN VB NN VB JJ NN NN,"['locationa', 'accord', 'met', 'have', 'highest', 'crime', 'rate']","['wiltshire/VB', 'accord/VB', 'met/NN', 'have/VB', 'highest/JJ', 'crime/NN', 'rate/NN']",wiltshire accord met have highest crime rate,VB VB NN VB JJ NN NN,"['wiltshire', 'accord', 'met', 'have', 'highest', 'crime', 'rate']"
Cambridgeshire and Staffordshire are both expensive and upscale neighbourhoods  so you need have no worries apart from the huge cost of living there of course,Cambridgeshire,price,0,Staffordshire,price,0,locationA and locationB are both expensive and upscale neighbourhoods  so you need have no worries apart from the huge cost of living there of course,"[('Cambridgeshire', 'GPE'), ('Staffordshire', 'GPE')]",2021-07-23,"['locationa/NN', 'locationb/NN', 'be/VB', 'expensive/JJ', 'upscale/NN', 'neighbourhood/NN', 'need/VB', 'have/VB', 'worry/NN', 'apart/RB', 'huge/JJ', 'cost/NN', 'live/VB', 'there/RB', 'course/NN']",locationa locationb be expensive upscale neighbourhood need have worry apart huge cost live there course,NN NN VB JJ NN NN VB VB NN RB JJ NN VB RB NN,"['locationa', 'locationb', 'be', 'expensive', 'upscale', 'neighbourhood', 'need', 'have', 'worry', 'apart', 'huge', 'cost', 'live', 'there', 'course']","['cambridgeshire/NN', 'staffordshire/NN', 'be/VB', 'expensive/JJ', 'upscale/NN', 'neighbourhood/NN', 'need/VB', 'have/VB', 'worry/NN', 'apart/RB', 'huge/JJ', 'cost/NN', 'live/VB', 'there/RB', 'course/NN']",cambridgeshire staffordshire be expensive upscale neighbourhood need have worry apart huge cost live there course,NN NN VB JJ NN NN VB VB NN RB JJ NN VB RB NN,"['cambridgeshire', 'staffordshire', 'be', 'expensive', 'upscale', 'neighbourhood', 'need', 'have', 'worry', 'apart', 'huge', 'cost', 'live', 'there', 'course']"
Worcestershire has a lot of trendy clubs but you will have to pay around 1015 for a drink,Worcestershire,price,0,Worcestershire,nightlife,1,locationA has a lot of trendy clubs but you will have to pay around 1015 for a drink,"[('Worcestershire', 'GPE')]",2021-07-23,"['locationa/NN', 'have/VB', 'lot/NN', 'trendy/JJ', 'club/NN', 'have/VB', 'pay/VB', 'drink/NN']",locationa have lot trendy club have pay drink,NN VB NN JJ NN VB VB NN,"['locationa', 'have', 'lot', 'trendy', 'club', 'have', 'pay', 'drink']","['worcestershire/NN', 'have/VB', 'lot/NN', 'trendy/JJ', 'club/NN', 'have/VB', 'pay/VB', 'drink/NN']",worcestershire have lot trendy club have pay drink,NN VB NN JJ NN VB VB NN,"['worcestershire', 'have', 'lot', 'trendy', 'club', 'have', 'pay', 'drink']"
Tyne and Wear is a lovely place to live  but it would be a bit of a trek into London the journey time on the underground  Northern line  is about 40 minute,Tyne and Wear,transit-location,0,Tyne and Wear,live,1,locationA is a lovely place to live  but it would be a bit of a trek into london the journey time on the underground  northern line  is about 40 minute,"[('Tyne and Wear', 'GPE'), ('London', 'GPE')]",2021-07-23,"['locationa/NN', 'be/VB', 'lovely/JJ', 'place/NN', 'live/VB', 'be/VB', 'bit/NN', 'trek/NN', 'london/NN', 'journey/NN', 'time/NN', 'underground/NN', 'northern/JJ', 'line/NN', 'be/VB', 'minute/NN']",locationa be lovely place live be bit trek london journey time underground northern line be minute,NN VB JJ NN VB VB NN NN NN NN NN NN JJ NN VB NN,"['locationa', 'be', 'lovely', 'place', 'live', 'be', 'bit', 'trek', 'london', 'journey', 'time', 'underground', 'northern', 'line', 'be', 'minute']","['tyne/NN', 'wear/NN', 'be/VB', 'lovely/JJ', 'place/NN', 'live/VB', 'be/VB', 'bit/NN', 'trek/NN', 'london/NN', 'journey/NN', 'time/NN', 'underground/NN', 'northern/JJ', 'line/NN', 'be/VB', 'minute/NN']",tyne wear be lovely place live be bit trek london journey time underground northern line be minute,NN NN VB JJ NN VB VB NN NN NN NN NN NN JJ NN VB NN,"['tyne', 'wear', 'be', 'lovely', 'place', 'live', 'be', 'bit', 'trek', 'london', 'journey', 'time', 'underground', 'northern', 'line', 'be', 'minute']"
Shropshire is a pretty rough area with lots of council estates it is quite a way out from the centre about 10 miles and has poor public transport,Shropshire,transit-location,0,Shropshire,safety,0,locationA is a pretty rough area with lots of council estates it is quite a way out from the centre about 10 miles and has poor public transport,"[('Shropshire', 'GPE')]",2021-07-23,"['locationa/NN', 'be/VB', 'pretty/JJ', 'rough/JJ', 'area/NN', 'lot/NN', 'council/NN', 'estate/NN', 'be/VB', 'quite/RB', 'way/NN', 'centre/NN', 'mile/NN', 'have/VB', 'poor/JJ', 'public/NN', 'transport/NN']",locationa be pretty rough area lot council estate be quite way centre mile have poor public transport,NN VB JJ JJ NN NN NN NN VB RB NN NN NN VB JJ NN NN,"['locationa', 'be', 'pretty', 'rough', 'area', 'lot', 'council', 'estate', 'be', 'quite', 'way', 'centre', 'mile', 'have', 'poor', 'public', 'transport']","['shropshire/NN', 'be/VB', 'pretty/JJ', 'rough/JJ', 'area/NN', 'lot/NN', 'council/NN', 'estate/NN', 'be/VB', 'quite/RB', 'way/NN', 'centre/NN', 'mile/NN', 'have/VB', 'poor/JJ', 'public/NN', 'transport/NN']",shropshire be pretty rough area lot council estate be quite way centre mile have poor public transport,NN VB JJ JJ NN NN NN NN VB RB NN NN NN VB JJ NN NN,"['shropshire', 'be', 'pretty', 'rough', 'area', 'lot', 'council', 'estate', 'be', 'quite', 'way', 'centre', 'mile', 'have', 'poor', 'public', 'transport']"
Gloucestershire is above average for crime,Gloucestershire,safety,0,,,0,locationA is above average for crime,"[('Gloucestershire', 'GPE')]",2021-07-23,"['locationa/NN', 'be/VB', 'above/JJ', 'average/NN', 'crime/NN']",locationa be above average crime,NN VB JJ NN NN,"['locationa', 'be', 'above', 'average', 'crime']","['gloucestershire/NN', 'be/VB', 'above/JJ', 'average/NN', 'crime/NN']",gloucestershire be above average crime,NN VB JJ NN NN,"['gloucestershire', 'be', 'above', 'average', 'crime']"
Cornwall is different though its a bit of a run down area so dont expect too much when you get there however the students take over most of it so you will be safe enough,Cornwall,general,0,Cornwall,safety,1,locationA is different though its a bit of a run down area so dont expect too much when you get there however the students take over most of it so you will be safe enough,"[('Cornwall', 'GPE')]",2021-07-23,"['locationa/NN', 'be/VB', 'different/JJ', 'bit/NN', 'run/NN', 'area/NN', 'so/RB', 'dont/VB', 'expect/VB', 'too/RB', 'much/JJ', 'get/VB', 'however/RB', 'student/NN', 'take/VB', 'most/JJ', 'be/VB', 'safe/JJ', 'enough/RB']",locationa be different bit run area so dont expect too much get however student take most be safe enough,NN VB JJ NN NN NN RB VB VB RB JJ VB RB NN VB JJ VB JJ RB,"['locationa', 'be', 'different', 'bit', 'run', 'area', 'so', 'dont', 'expect', 'too', 'much', 'get', 'however', 'student', 'take', 'most', 'be', 'safe', 'enough']","['cornwall/NN', 'be/VB', 'different/JJ', 'bit/NN', 'run/NN', 'area/NN', 'so/RB', 'dont/VB', 'expect/VB', 'too/RB', 'much/JJ', 'get/VB', 'however/RB', 'student/NN', 'take/VB', 'most/JJ', 'be/VB', 'safe/JJ', 'enough/RB']",cornwall be different bit run area so dont expect too much get however student take most be safe enough,NN VB JJ NN NN NN RB VB VB RB JJ VB RB NN VB JJ VB JJ RB,"['cornwall', 'be', 'different', 'bit', 'run', 'area', 'so', 'dont', 'expect', 'too', 'much', 'get', 'however', 'student', 'take', 'most', 'be', 'safe', 'enough']"
Merseyside is horrible yes it is in fact i was there last weekend I work in the Merseyside area  and within the last three weeks the owner of the sandwich shop directly opposite was murdered by a drug crazed exemployee  and just yesterday  a man was shot dead INSIDE SEOne nightclub,Merseyside,safety,0,Merseyside,general,0,locationA is horrible yes it is in fact i was there last weekend i work in the locationA area  and within the last three weeks the owner of the sandwich shop directly opposite was murdered by a drug crazed exemployee  and just yesterday  a man was shot dead inside seone nightclub,"[('Merseyside', 'GPE'), ('Merseyside', 'GPE')]",2021-07-23,"['locationa/NN', 'be/VB', 'horrible/JJ', 'ye/NN', 'be/VB', 'fact/NN', 'be/VB', 'there/RB', 'last/JJ', 'weekend/NN', 'work/NN', 'locationa/JJ', 'area/NN', 'last/JJ', 'week/NN', 'owner/NN', 'sandwich/NN', 'shop/NN', 'directly/RB', 'opposite/JJ', 'be/VB', 'murder/VB', 'drug/NN', 'crazed/JJ', 'exemployee/NN', 'just/RB', 'yesterday/NN', 'man/NN', 'be/VB', 'shot/JJ', 'dead/JJ', 'seone/NN', 'nightclub/NN']",locationa be horrible ye be fact be there last weekend work locationa area last week owner sandwich shop directly opposite be murder drug crazed exemployee just yesterday man be shot dead seone nightclub,NN VB JJ NN VB NN VB RB JJ NN NN JJ NN JJ NN NN NN NN RB JJ VB VB NN JJ NN RB NN NN VB JJ JJ NN NN,"['locationa', 'be', 'horrible', 'ye', 'be', 'fact', 'be', 'there', 'last', 'weekend', 'work', 'locationa', 'area', 'last', 'week', 'owner', 'sandwich', 'shop', 'directly', 'opposite', 'be', 'murder', 'drug', 'crazed', 'exemployee', 'just', 'yesterday', 'man', 'be', 'shot', 'dead', 'seone', 'nightclub']","['merseyside/NN', 'be/VB', 'horrible/JJ', 'ye/NN', 'be/VB', 'fact/NN', 'be/VB', 'there/RB', 'last/JJ', 'weekend/NN', 'work/NN', 'merseyside/JJ', 'area/NN', 'last/JJ', 'week/NN', 'owner/NN', 'sandwich/NN', 'shop/NN', 'directly/RB', 'opposite/JJ', 'be/VB', 'murder/VB', 'drug/NN', 'crazed/JJ', 'exemployee/NN', 'just/RB', 'yesterday/NN', 'man/NN', 'be/VB', 'shot/JJ', 'dead/JJ', 'seone/NN', 'nightclub/NN']",merseyside be horrible ye be fact be there last weekend work merseyside area last week owner sandwich shop directly opposite be murder drug crazed exemployee just yesterday man be shot dead seone nightclub,NN VB JJ NN VB NN VB RB JJ NN NN JJ NN JJ NN NN NN NN RB JJ VB VB NN JJ NN RB NN NN VB JJ JJ NN NN,"['merseyside', 'be', 'horrible', 'ye', 'be', 'fact', 'be', 'there', 'last', 'weekend', 'work', 'merseyside', 'area', 'last', 'week', 'owner', 'sandwich', 'shop', 'directly', 'opposite', 'be', 'murder', 'drug', 'crazed', 'exemployee', 'just', 'yesterday', 'man', 'be', 'shot', 'dead', 'seone', 'nightclub']"
